Order,Family,Genus,Species,Authority,CommonName,AdultBodyMass,CranialCapacity,DietBreadth,Diet: invertebrates,Diet: vertebrates,Diet: fruits,Diet: flower/nectar/pollen/gums,Diet: seeds,Diet: other plant materials,Diet: scavenge; garbage; carrion; carcasses,TrophicLevel,HabitatBreadth,ActivityCycle,ForagingStratum,GestationLength,LitterSize,InterbirthInterval,HomeRange,PopulationDensity,SocialGrpSize,Longevity,Dry,Humid,Montane,Subarid,Subhumid,Alaotra.Mangoro,Amoron.i.Mania,Analamanga,Analanjirofo,Androy,Anosy,Atsimo.Andrefana,Atsimo.Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,DIANA,Haute.Matsiatra,Ihorombe,Itasy,Melaky,Menabe,SAVA,Sofia,Vakinankaratra,Vatovavy.Fitovinany,Antananarivo,Antsiranana,Fianarantsoa,Mahajanga,Toamasina,Toliara,References
Primates,Cheirogaleidae,Allocebus,Allocebus trichotis,(Günther; 1875),Hairy-eared Dwarf Lemur,78,-999,3,yes,no,yes,yes,no,yes,no,2,1,2,3,60.83,1,365,10.4,18,1,107.8,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,347; 376; 207; 146; 191; 108; 133; 252; 7; 255
Primates,Indriidae,Avahi,Avahi betsileo,Andriantompohavana; Lei; Zaonarivelo; Engberg; Nalanirina; McGuire; Shore; Andrianasolo; Herrington; Brenneman & Louis Jr.; 2007,Betsileo Woolly Lemur,1082,-999,2,no,no,yes,no,no,yes,no,1,1,1,3,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,347; 207; 116; 178; 252
Primates,Indriidae,Avahi,Avahi cleesei,Thalmann & Geissmann; 2005,Bemaraha Woolly Lemur; John Cleese's Avahi,946,-999,2,no,no,yes,no,no,yes,no,1,2,1,3,-999,-999,-999,0.02,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,347; 207; 116; 313; 252; 133
Primates,Indriidae,Avahi,Avahi laniger,(Gmelin; 1788),Eastern Woolly Lemur; Woolly Indris; Gmelin's Woolly Lemur; Eastern Avahi,1180,10,2,no,no,yes,no,no,yes,no,1,2,1,3,110.05,1.01,365,0.01,84.85,2,-999,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,347; 54; 376; 146; 207; 191
Primates,Indriidae,Avahi,Avahi meridionalis,Zaramody; Fausser; Roos; Zinner; Andriaholinirina; Rabarivola; Norscia; Tattersall & Rumpler; 2006,Southern Woolly Lemur,1212.5,-999,2,no,no,yes,no,no,yes,no,1,1,1,3,-999,-999,-999,-999,114,-999,-999,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,258; 207; 116; 106; 252; 6
Primates,Indriidae,Avahi,Avahi mooreorum,Lei; Engberg; Andriantompohavana; McGuire; Mittermeier; Zaonarivelo; Brenneman & Louis; 2008,Moore's Woolly Lemur; Masoala Woolly Lemur,924,-999,1,no,no,no,no,no,yes,no,1,-999,1,3,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,347; 328; 178; 252
Primates,Indriidae,Avahi,Avahi occidentalis,von Lorenz-Liburnau; 1898,Lorenz Von Liburnau's Woolly Lemur; Western Avahi; Western Woolly Lemur,897,7.95,1,no,no,no,no,no,yes,no,1,1,2,3,135,1.01,365,0.01,66.99,3,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,347; 185; 376; 146; 207; 191; 397; 255
Primates,Indriidae,Avahi,Avahi peyrierasi,Zaramody; Fausser; Roos; Zinner; Andriaholinirina; Rabarivola; Norscia; Tattersall & Rumpler; 2006,Peyrieras' Woolly Lemur,1034,-999,2,no,no,yes,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,29.81,-999,-999,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,347; 207; 116; 178; 252; 179
Primates,Indriidae,Avahi,Avahi ramanantsoavanai,Zaramody; Fausser; Roos; Zinner; Andriaholinirina; Rabarivola; Norscia; Tattersall & Rumpler; 2006,Ramantsoavana's Southern Woolly Lemur,983,-999,2,no,no,yes,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,347; 207; 116; 106; 252
Primates,Indriidae,Avahi,Avahi unicolor,Thalmann & Geissmann; 2000,Sambirano Woolly Lemur; Sambirano Avahi,853,-999,2,no,no,yes,no,no,yes,no,1,-999,1,3,-999,1,-999,-999,-999,-999,-999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,347; 376; 207; 146; 149
Rodentia,Nesomyidae,Brachytarsomys,Brachytarsomys albicauda,Günther; 1875,White-tailed Tree Rat; White-tailed Rat; White-tailed Antsangy,200,-999,3,yes,yes,yes,no,no,no,no,2,1,1,1,-999,6,-999,-999,-999,-999,-999,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,332; 376; 207; 191; 149
Rodentia,Nesomyidae,Brachytarsomys,Brachytarsomys villosa,Petter; 1962,Hairy-tailed Tree Rat; Hairy-tailed Antsangy,220,-999,3,yes,yes,yes,no,no,no,no,2,1,1,3,-999,-999,365,-999,-999,-999,-999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,332; 376; 207; 116; 149; 133
Rodentia,Nesomyidae,Brachyuromys,Brachyuromys betsileoensis,(Bartlett; 1880),Betsileo Short-tailed Rat; Lesser Short-tailed Rat,92.5,-999,5,yes,yes,yes,no,yes,yes,no,2,1,2,3,-999,2,365,-999,-999,-999,-999,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,332; 376; 207; 191; 252; 133
Rodentia,Nesomyidae,Brachyuromys,Brachyuromys ramirohitra,Major; 1896,Gregarious Short-tailed Rat; Greater Short-tailed Rat,90,-999,5,yes,yes,yes,no,yes,yes,no,2,1,2,3,-999,2,-999,-999,-999,-999,-999,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,332; 376; 207; 191; 149
Chiroptera,Molossidae,Chaerephon,Chaerephon jobimena,Goodman & Cardiff; 2004,Black And Red Free-tailed Bat,14.5,-999,4,yes,no,yes,no,yes,yes,no,2,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,150; 376; 207; 85; 116
Chiroptera,Molossidae,Chaerephon,Chaerephon leucogaster,(A. Grandidier; 1870),"Little Free-tailed Bat; Lesser Free-tailed Bat; Little Wrinkle-lipped Bat; White-bellied Free-tailed Bat
",9.4,-999,1,yes,no,no,no,no,no,no,3,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,150; 376; 85
Chiroptera,Molossidae,Chaerephon,Chaerephon atsinanana,(Cretzschmar; 1826),Little Free-tailed Bat; Little Wrinkle-lipped Bat; Lesser Free-tailed Bat; White-bellied Free-tailed Bat,11.3,-999,1,yes,no,no,no,no,no,no,3,1,1,4,63.79,1,-999,-999,-999,20,60,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,153; 376; 191; 249; 133; 4
Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,A. Grandidier; 1870,Furry-eared Dwarf Lemur; Crossley's Dwarf Lemur,294.29,-999,4,yes,no,yes,yes,no,yes,no,2,1,1,3,70.76,2.26,365,,-999,-999,180,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,166; 376; 207; 146; 301; 255; 116
Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,É. Geoffroy; 1812,Geoffroy's Dwarf Lemur; Greater Dwarf Lemur,468.06,5.9,4,yes,no,yes,yes,no,yes,no,2,1,1,3,69.78,2.23,365,0.02,67.99,1,170.4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,166; 54; 376; 146; 207; 191; 76; 4
Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus medius,É. Geoffroy; 1812,Western Fat-tailed Dwarf Lemur; Fat-tailed Dwarf LemurLesser Dwarf Lemur ,216.25,2.9,4,yes,no,yes,yes,no,yes,no,2,1,1,3,61.71,2.13,365,0.02,221.44,1,289.8,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,166; 54; 376; 207; 191; 146; 185; 261; 4
Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus minusculus,Groves; 2000,Lesser Iron-grey Dwarf Lemur; Small Iron-gray Dwarf Lemur,-999,-999,4,yes,no,yes,yes,no,yes,no,2,1,1,3,62,3,365,0.018,-999,-999,-999,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376; 207; 116; 133
Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus sibreei,(Forsyth Major; 1894),Sibree's Dwarf Lemur,423.5,4.4,4,yes,no,yes,yes,no,yes,no,2,2,1,3,70.76,2.26,365,,-999,-999,180,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,23; 185; 376; 207; 146; 116; 255
Chiroptera,Emballonuridae,Coleura,Coleura kibomalandy,(Peters; 1852),African Sheath-tailed Bat,10,-999,1,yes,no,no,no,no,no,no,3,1,1,4,111.25,1,-999,-999,-999,-999,-999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,85; 376; 85; 207; 191; 252
Carnivora,Eupleridae,Cryptoprocta,Cryptoprocta ferox,Bennett; 1833,Fossa,9500,-999,2,yes,yes,no,no,no,no,no,3,3,2,2,47.77,2.99,365,0.75,0.88,1,258.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 225; 4; 133
Primates,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,(Gmelin; 1788),Aye-aye,2528,45.2,3,yes,no,no,yes,yes,no,no,2,2,1,3,165.42,1.01,760.21,0.06,39.79,1,339.6,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,347; 54; 376; 207; 191; 146; 185; 24; 4
Afrosoricida,Tenrecidae,Echinops,Echinops telfairi,Martin; 1838,Lesser Hedgehog Tenrec,180,-999,3,yes,yes,yes,no,no,no,no,2,2,1,1,62.54,5.75,365,-999,-999,-999,192,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,332; 376; 207; 191; 4; 116
Chiroptera,Pteropodidae,Eidolon,Eidolon dupreanum,(Pollen in Schlegel & Pollen; 1866),Madagascan Fruit Bat,342,-999,3,no,no,yes,yes,no,yes,no,1,1,2,3,131.32,1.22,365,0.3,-999,200,240,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,85; 376; 207; 85; 191; 116; 255; 133; 4
Rodentia,Nesomyidae,Eliurus,Eliurus antsingy,Carleton; Goodman & Rakotondravony; 2001,Tsingy Tuft-tailed Rat,92.8,-999,4,yes,yes,yes,no,yes,no,no,2,1,1,1,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,157; 376; 207; 116
Rodentia,Nesomyidae,Eliurus,Eliurus carletoni,Goodman; Raheriarisena & Jansa; 2009,Ankarana Special Reserve Tufted-tailed Rat,94.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,157
Rodentia,Nesomyidae,Eliurus,Eliurus danieli,Carleton & Goodman; 2007,Daniel's Tuft-tailed Rat,95.5,-999,2,yes,yes,no,no,no,no,no,3,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,157; 207; 116
Rodentia,Nesomyidae,Eliurus,Eliurus ellermani,Carleton; 1994,Ellerman's Tuft-tailed Rat,100,-999,4,yes,yes,yes,no,yes,no,no,2,1,1,2,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,332; 376; 207; 116; 149
Rodentia,Nesomyidae,Eliurus,Eliurus grandidieri,Carleton & Goodman; 1998,Grandidier's Tuft-tailed Rat,50.6,-999,4,yes,yes,yes,no,yes,no,no,2,2,1,2,-999,2.5,365,-999,-999,-999,-999,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,149; 376; 207; 133; 149; 252
Rodentia,Nesomyidae,Eliurus,Eliurus majori,Thomas; 1895,Major's Tufted-tailed Rat,79.5,-999,4,yes,yes,yes,no,yes,no,no,2,-999,1,2,-999,3,365,-999,-999,-999,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,157; 376; 207; 149; 252; 133
Rodentia,Nesomyidae,Eliurus,Eliurus minor,Major; 1896,Lesser Tufted-tailed Rat,37.5,-999,4,yes,yes,yes,no,yes,no,no,2,1,1,2,-999,4,365,-999,-999,-999,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 149; 133
Rodentia,Nesomyidae,Eliurus,Eliurus myoxinus,Milne-Edwards; 1855,Western Tuft-tailed Rat; Dormouse Tufted-tailed Rat,70,-999,4,yes,yes,yes,no,yes,no,no,2,2,1,2,23.99,2,-999,-999,-999,-999,-999,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,332; 376; 207; 191; 252
Rodentia,Nesomyidae,Eliurus,Eliurus penicillatus,Thomas; 1908,White-tipped Tuft-tailed Rat; White-tipped Tufted-tailed Rat,100,-999,4,yes,yes,yes,no,yes,no,no,2,-999,1,2,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,332; 376; 207; 149
Rodentia,Nesomyidae,Eliurus,Eliurus petteri,Carleton; 1994,Petter's Tuft-tailed Rat,75,-999,4,yes,yes,yes,no,yes,no,no,2,-999,1,1,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,332; 376; 207; 149
Rodentia,Nesomyidae,Eliurus,Eliurus tanala,Major; 1896,Tanala Tuft-tailed Rat; Tanala Tufted-tailed Rat,90,-999,4,yes,yes,yes,no,yes,no,no,2,1,1,2,-999,3,365,-999,-999,-999,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 116; 149; 252; 133
Rodentia,Nesomyidae,Eliurus,Eliurus webbi,Ellerman; 1949,Webb's Tuft-tailed Rat; Webb's Tufted-tailed Rat,75,-999,4,yes,yes,yes,no,yes,no,no,2,1,1,2,-999,2.5,-999,-999,-999,-999,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 133; 149; 252
Chiroptera,Emballonuridae,Emballonura,Paraemballonura atrata,(Peters; 1874),Peter's Sheath-tailed Bat; Peters's Sheath-tailed Bat,5.9,-999,2,yes,no,yes,no,no,no,no,2,1,2,4,-999,-999,-999,-999,-999,20,-999,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,154; 376; 191; 133
Chiroptera,Emballonuridae,Emballonura,Paraemballonura tiavato,Western Sheath-tailed Bat,Western Sheath-tailed Bat,3.3,-999,1,yes,no,no,no,no,no,no,3,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,154; 207; 85; 133
Primates,Lemuridae,Eulemur,Eulemur albifrons,(E. Geoffroy; 1796),White-fronted Lemur; White-fronted Brown Lemur,1896,21.45,3,yes,no,yes,no,no,yes,no,2,2,2,3,120,0.45,450.69,0.073,15,8.5,468,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,347; 185; 376; 116; 313; 133; 252; 255
Primates,Lemuridae,Eulemur,Eulemur cinereiceps,(A. Grandidier & Milne-Edwards; 1890),White-collared Lemur; White-collared Brown Lemur; Grey-headed Lemur ,2250,22.1,3,no,no,yes,yes,no,yes,no,1,1,2,3,133,1,365,0.565,11.01,10.5,444,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,332; 185; 376; 146; 207; 1; 106; 13; 29; 255
Primates,Lemuridae,Eulemur,Eulemur collaris,(É. Geoffroy; 1812),Collared Brown Lemur; Red-collared Lemur,2180,-999,3,no,no,yes,yes,no,yes,no,1,2,2,3,120,5,541.88,0.746,14,4,444,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,105; 376; 327; 146; 207; 116; 313; 8; 133; 255; 35; 252; 107
Primates,Lemuridae,Eulemur,Eulemur coronatus,(Gray; 1842),Crowned Lemur,1294,21.39,2,no,no,yes,no,no,yes,no,1,2,2,3,124.52,1.39,365,0.05,101.98,6.95,272.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,347; 226; 376; 146; 207; 191; 334; 4; 133
Primates,Lemuridae,Eulemur,Eulemur flavifrons,(Gray; 1867),Blue-eyed Black Lemur; Sclater's Black Lemur; Sclater's Lemur,1836,-999,4,yes,no,yes,yes,no,yes,no,2,2,2,3,120,1,365,0.005,97.3,7.9,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,347; 252; 116; 313; 365; 367; 366
Primates,Lemuridae,Eulemur,Eulemur fulvus,(É. Geoffroy; 1796),Brown Lemur; Common Brown Lemur,1633,29.2,3,no,no,yes,yes,no,yes,no,1,1,2,3,121.98,1.1,547.75,0.05,221,9.15,435,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,347; 54; 376; 327; 146; 207; 191; 185; 21; 4
Primates,Lemuridae,Eulemur,Eulemur macaco,(Linnaeus; 1766),Black Lemur,1981,25.6,3,no,no,yes,yes,no,yes,no,1,1,2,3,125.36,1.22,365,0.03,53.85,9.2,405,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,347; 54; 376; 327; 146; 207; 191; 224; 4
Primates,Lemuridae,Eulemur,Eulemur mongoz,(Linnaeus; 1766),Mongoose Lemur,1273,21.8,3,no,no,yes,yes,no,yes,no,1,1,2,3,129.47,1.06,365,0.05,346.7,2.7,397.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,347; 54; 376; 146; 207; 191; 321; 4
Primates,Lemuridae,Eulemur,Eulemur rubriventer,(I. Geoffroy; 1850),Red-bellied Lemur,1978,27.2,3,no,no,yes,yes,no,yes,no,1,1,2,3,126.03,1.01,365,0.13,30,3.3,310.2,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,347; 54; 376; 327; 146; 315; 207; 191; 399; 4; 275
Primates,Lemuridae,Eulemur,Eulemur rufifrons,(Bennett; 1833),Red-fronted Brown Lemur; Bennett's Brown Lemur,2151,-999,3,no,no,yes,yes,no,yes,no,1,1,2,3,117,1.06,-999,1,17.03,-999,-999,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,347; 190; 207; 327; 116; 106; 307; 252; 179
Primates,Lemuridae,Eulemur,Eulemur rufus,(Audebert; 1799),Red Brown Lemur; Audebert's Brown Lemur; Red-fronted Brown Lemur,1589,25.4,2,no,no,yes,no,no,yes,no,1,2,2,3,120,2,365,0.073,-999,9.5,444,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,347; 185; 376; 207; 116; 191; 149; 252; 296; 133; 255
Primates,Lemuridae,Eulemur,Eulemur sanfordi,(Archbold; 1932),Sanford's Brown Lemur,1897,-999,3,no,no,yes,yes,no,yes,no,1,1,2,3,120,1.46,541.88,-999,4.45,7.7,444,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,347; 376; 63; 146; 207; 116; 191; 252; 307; 255
Carnivora,Eupleridae,Eupleres,Eupleres goudotii,Doyère; 1835,Eastern Falanouc; Fanalouc,3000,-999,2,yes,yes,no,no,no,no,no,3,1,2,1,93.86,1,365,-999,-999,1,240,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 133; 275
Carnivora,Eupleridae,Eupleres,Eupleres major,Lavauden; 1929,Western Falanouc,2400,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,-999,-999,-999,-999,-999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,250; 116; 175
Carnivora,Eupleridae,Fossa,Fossa fossana,(P.L.S. Müller; 1776),Spotted Fanaloka; Fanaloka; Malagasy Civet,1500,-999,3,yes,yes,yes,no,no,no,no,2,2,1,2,85.19,1,365,0.75,3.41,2,194.4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 191; 184; 4; 133
Carnivora,Eupleridae,Galidia,Galidia elegans,I. Geoffroy Saint-Hilaire; 1837,Ring-tailed Vontsira; Ring-tailed Mongoose; Malagasy Ring-tailed Mongoose,800,-999,3,yes,yes,yes,no,no,no,no,2,4,2,2,78.81,1,365,0.17,15.85,1.75,235.2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 259; 4
Carnivora,Eupleridae,Galidictis,Galidictis fasciata,(Gmelin; 1788),Broad-striped Vontsira; Broad-striped Mongoose; Malagasy Broad-striped Mongoose,550,-999,2,yes,yes,no,no,no,no,no,3,1,2,1,97.5,1,365,-999,-999,-999,168,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 34; 275
Carnivora,Eupleridae,Galidictis,Galidictis grandidieri,Wozencraft; 1986,Grandidier's Vontsira; Grandidier's Mongoose; Giant-striped Mongoose,1400,-999,2,yes,yes,no,no,no,no,no,3,1,2,1,82,1,365,0.011,-999,1.5,136.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,332; 376; 207; 191; 28; 133; 275
Afrosoricida,Tenrecidae,Geogale,Geogale aurita,Milne-Edwards & A. Grandidier; 1872,Large-eared Tenrec,7,-999,2,yes,yes,no,no,no,no,no,3,1,1,1,59.57,3.65,182.5,-999,-999,1.5,25,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,332; 376; 207; 191; 257; 4; 116; 255
Rodentia,Nesomyidae,Gymnuromys,Gymnuromys roberti,Major; 1896,Voalavoanala,97.5,-999,5,yes,yes,yes,no,yes,yes,no,2,1,1,1,-999,1.94,365,-999,-999,-999,-999,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 133; 149; 191; 26
Primates,Lemuridae,Hapalemur,Hapalemur alaotrensis,Rumpler; 1975,Alaotra Reed Lemur; Lac Alaotra Bamboo Lemur; Alaotran Gentle Lemur; Lake Alaotra Gentle Lemur,1247,13.8,1,no,no,no,no,no,yes,no,1,2,2,3,141.24,1.5,332.56,0.045,-999,12,279.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,347; 185; 376; 207; 116; 313; 255; 252
Primates,Lemuridae,Hapalemur,Hapalemur aureus,Meier; Albignac; Peyriéras; Rumpler & Wright; 1987,Golden Bamboo Lemur; Golden Lemur,1580,-999,1,no,no,no,no,no,yes,no,1,2,2,3,140.25,1.01,365,0.21,-999,3,136.7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,347; 376; 146; 207; 191; 209; 4; 255
Primates,Lemuridae,Hapalemur,Hapalemur griseus,(Link; 1795),Eastern Lesser Bamboo Lemur; Lesser Bamboo Lemur; Grey Gentle Lemur; Bamboo Lemur,813,14.7,1,no,no,no,no,no,yes,no,1,3,2,3,139.98,1.3,334.79,0.01,62,3.1,242.4,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,347; 54; 376; 146; 207; 191; 180; 4
